"","Extraversion","logsalary","BetterLife","JobSat"
"15036","Online",11.289781926156,"Yes","Very satisfied"
"15037","Online",11.5617156386635,"No","Very satisfied"
"15038","In real life (in person)",12.3673407973816,"No","Very dissatisfied"
"15039","Online",11.77528973713,"No","Slightly satisfied"
"15040","In real life (in person)",11.7780340449722,"No","Very satisfied"
"15041","Online",11.4721034808666,"No","Slightly satisfied"
"15042","In real life (in person)",NA,"No","Very satisfied"
"15043","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"15044","In real life (in person)",12.0725412586199,"No","Slightly satisfied"
"15045","In real life (in person)",11.635143106544,"Yes","Very satisfied"
"15046","In real life (in person)",10.9681983067699,"No","Slightly dissatisfied"
"15047","Online",11.5617156386635,"Yes","Neither satisfied nor dissatisfied"
"15048","In real life (in person)",12.278393311761,"Yes","Very satisfied"
"15049","In real life (in person)",11.813030064828,"Yes","Slightly satisfied"
"15050","In real life (in person)",NA,"Yes","Very satisfied"
"15051","In real life (in person)",12.3458345922532,"Yes","Neither satisfied nor dissatisfied"
"15052","In real life (in person)",-6.90775527898214,"Yes","Very satisfied"
"15053","In real life (in person)",11.5327281020703,"Yes","Very satisfied"
"15054","Online",10.2035921820235,"No","Very satisfied"
"15055","Online",12.1335019580717,"No","Very satisfied"
"15056","In real life (in person)",NA,"Yes","Very satisfied"
"15057","In real life (in person)",NA,"Yes","Slightly satisfied"
"15058","In real life (in person)",9.65502625734019,"No","Very satisfied"
"15059","In real life (in person)",9.90348760253613,"No","Very satisfied"
"15060","In real life (in person)",11.9183905797451,"No","Very satisfied"
"15061","Online",NA,"Yes","Very satisfied"
"15062","In real life (in person)",11.289781926156,"Yes","Slightly satisfied"
"15063","In real life (in person)",12.0076217129039,"No","Slightly satisfied"
"15064","In real life (in person)",13.0604879758139,"Yes","Very satisfied"
"15065","Online",NA,"No","Very dissatisfied"
"15066","In real life (in person)",11.2644641184922,"No","Slightly satisfied"
"15067","Online",11.1272629988641,"Yes","Slightly satisfied"
"15068","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"15069","In real life (in person)",11.3265958988269,"Yes","Slightly dissatisfied"
"15070","In real life (in person)",11.8981878725636,"No","Slightly satisfied"
"15071","Online",NA,"Yes","Slightly satisfied"
"15072","In real life (in person)",11.2515607138228,NA,"Neither satisfied nor dissatisfied"
"15073","In real life (in person)",11.289781926156,"No","Slightly dissatisfied"
"15074","Online",14.9888776907812,"No","Very satisfied"
"15075","Online",11.6952470300975,"Yes","Very satisfied"
"15076","In real life (in person)",11.3385720897302,"Yes","Slightly satisfied"
"15077","In real life (in person)",10.6385997780852,"Yes","Very satisfied"
"15078","In real life (in person)",11.7360690242844,"No","Neither satisfied nor dissatisfied"
"15079","In real life (in person)",11.9183905797451,"Yes","Very satisfied"
"15080","In real life (in person)",10.0858091509967,"No","Neither satisfied nor dissatisfied"
"15081","In real life (in person)",11.0508900212467,"Yes","Very satisfied"
"15082","In real life (in person)",NA,"Yes","Very satisfied"
"15083","Online",11.5129254749702,"No","Slightly satisfied"
"15084","Online",NA,NA,"Slightly dissatisfied"
"15085","Online",11.5636185887914,"Yes","Slightly satisfied"
"15086","Online",12.2404740770784,"Yes","Very satisfied"
"15087","Online",11.4075649604235,"No","Very satisfied"
"15088","In real life (in person)",11.982929100466,"No","Very satisfied"
"15089","In real life (in person)",12.2258752777283,"Yes","Very satisfied"
"15090","In real life (in person)",12.0435537219148,"No","Slightly satisfied"
"15091","In real life (in person)",NA,"Yes","Very satisfied"
"15092","In real life (in person)",10.7789563107234,"Yes","Slightly satisfied"
"15093","In real life (in person)",NA,"No","Very satisfied"
"15094","In real life (in person)",11.982929100466,"No","Very dissatisfied"
"15095","In real life (in person)",12.5245263802851,"Yes","Very satisfied"
"15096","Online",NA,"No","Very satisfied"
"15097","In real life (in person)",11.373663409131,"Yes","Neither satisfied nor dissatisfied"
"15098","Online",NA,"Yes","Slightly satisfied"
"15099","In real life (in person)",11.461632181109,"No","Neither satisfied nor dissatisfied"
"15100","In real life (in person)",NA,"Yes","Slightly satisfied"
"15101","In real life (in person)",12.2060726505302,"Yes","Very satisfied"
"15102","In real life (in person)",15.4669134916067,"Yes","Neither satisfied nor dissatisfied"
"15103","In real life (in person)",11.3385720897302,"Yes","Very satisfied"
"15104","In real life (in person)",11.0821425642624,"Yes","Slightly dissatisfied"
"15105","In real life (in person)",11.4075649604235,"Yes","Slightly satisfied"
"15106","In real life (in person)",NA,"Yes","Very satisfied"
"15107","In real life (in person)",11.77528973713,"Yes","Slightly satisfied"
"15108","Online",11.813030064828,"No","Slightly satisfied"
"15109","In real life (in person)",11.0508900212467,"No","Very satisfied"
"15110","Online",14.2524743337778,"No","Very satisfied"
"15111","In real life (in person)",10.9150884823964,"Yes","Very satisfied"
"15112","In real life (in person)",11.0666383779668,"Yes","Very dissatisfied"
"15113","In real life (in person)",11.5548904955758,"Yes","Very satisfied"
"15114","Online",NA,"Yes","Slightly dissatisfied"
"15115","In real life (in person)",9.21034047197618,"No","Neither satisfied nor dissatisfied"
"15116","Online",11.4075649604235,"No","Slightly dissatisfied"
"15117","In real life (in person)",14.6909792957348,"Yes","Slightly dissatisfied"
"15118","In real life (in person)",11.5129254749702,"Yes","Very satisfied"
"15119","In real life (in person)",11.3265958988269,"No","Slightly dissatisfied"
"15120","In real life (in person)",11.0821425642624,"Yes","Very satisfied"
"15121","In real life (in person)",11.0821425642624,"Yes","Very satisfied"
"15122","Online",11.4075649604235,"Yes","Very satisfied"
"15123","In real life (in person)",13.7101500434176,"Yes","Slightly satisfied"
"15124","In real life (in person)",11.7360690242844,"Yes","Very satisfied"
"15125","In real life (in person)",NA,"No","Slightly satisfied"
"15126","In real life (in person)",11.4403547828881,"No","Very satisfied"
"15127","In real life (in person)",12.1007121354279,"Yes","Neither satisfied nor dissatisfied"
"15128","In real life (in person)",11.8055950863957,"No","Neither satisfied nor dissatisfied"
"15129","In real life (in person)",11.4721034808666,"Yes","Very satisfied"
"15130","In real life (in person)",12.2258752777283,"Yes","Very satisfied"
"15131","Online",11.3504065472372,"Yes","Slightly dissatisfied"
"15132","In real life (in person)",12.3883942064908,"Yes","Very dissatisfied"
"15133","In real life (in person)",11.0348896801563,"Yes","Slightly dissatisfied"
"15134","In real life (in person)",15.1590287119065,"No","Slightly dissatisfied"
"15135","In real life (in person)",12.30138282988,"Yes","Slightly satisfied"
"15136","In real life (in person)",11.982929100466,"No","Slightly satisfied"
"15137","In real life (in person)",11.6952470300975,"No","Very satisfied"
"15138","In real life (in person)",11.77528973713,"Yes","Slightly satisfied"
"15139","In real life (in person)",11.4075649604235,"No","Slightly satisfied"
"15140","In real life (in person)",11.6952470300975,"No","Very satisfied"
"15141","In real life (in person)",11.77528973713,"No","Slightly dissatisfied"
"15142","Online",11.3504065472372,"Yes","Slightly satisfied"
"15143","In real life (in person)",12.2060726505302,"Yes","Very satisfied"
"15144","In real life (in person)",11.6952470300975,"Yes","Very dissatisfied"
"15145","Online",11.6082356538655,"No","Very satisfied"
"15146","In real life (in person)",12.323855685631,"No","Neither satisfied nor dissatisfied"
"15147","Online",11.0020998578709,"Yes","Slightly satisfied"
"15148","Online",NA,"No","Very satisfied"
"15149","In real life (in person)",NA,"Yes","Very satisfied"
"15150","In real life (in person)",12.30138282988,"No","Slightly satisfied"
"15151","In real life (in person)",15.3835318826843,"Yes","Neither satisfied nor dissatisfied"
"15152","In real life (in person)",15.5123647545021,"Yes","Very satisfied"
"15153","Online",10.0858091509967,"Yes","Very satisfied"
"15154","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"15155","In real life (in person)",11.5129254749702,"Yes","Slightly satisfied"
"15156","Online",12.0137007589433,"Yes","Very satisfied"
"15157","Online",12.2480376713412,"Yes","Very satisfied"
"15158","In real life (in person)",NA,"Yes","Very satisfied"
"15159","Online",15.4867161188991,"No","Very satisfied"
"15160","In real life (in person)",11.77528973713,"Yes","Very satisfied"
"15161","In real life (in person)",11.9183905797451,"No","Very satisfied"
"15162","In real life (in person)",NA,"No","Slightly satisfied"
"15163","In real life (in person)",11.5711943825282,"No","Slightly satisfied"
"15164","Online",9.65777056502774,"Yes","Slightly dissatisfied"
"15165","Online",10.491274245216,"No","Slightly dissatisfied"
"15166","Online",11.2252434058518,"Yes","Very dissatisfied"
"15167","Online",11.982929100466,"Yes","Slightly satisfied"
"15168","In real life (in person)",10.7947681419126,"No","Slightly satisfied"
"15169","In real life (in person)",11.7360690242844,"Yes","Very satisfied"
"15170","In real life (in person)",12.1007121354279,"No","Very satisfied"
"15171","Online",11.9447078878893,"Yes","Slightly satisfied"
"15172","Online",13.2638629414141,"Yes","Very satisfied"
"15173","In real life (in person)",11.951180402353,"Yes","Very satisfied"
"15174","In real life (in person)",NA,"Yes","Slightly satisfied"
"15175","Online",11.3504065472372,"Yes","Slightly satisfied"
"15176","Online",12.4292162008444,"No","Slightly dissatisfied"
"15177","In real life (in person)",11.8493977087343,"Yes","Very satisfied"
"15178","Online",NA,"Yes","Very dissatisfied"
"15179","In real life (in person)",11.3022044460003,"No","Very satisfied"
"15180","In real life (in person)",11.7035458328433,"Yes","Very satisfied"
"15181","Online",11.6262541592058,"Yes","Very satisfied"
"15182","Online",11.5617156386635,"No","Very satisfied"
"15183","Online",11.4075649604235,"No","Very satisfied"
"15184","In real life (in person)",NA,"No","Neither satisfied nor dissatisfied"
"15185","In real life (in person)",11.982929100466,"No","Slightly satisfied"
"15186","In real life (in person)",NA,"Yes","Very satisfied"
"15187","In real life (in person)",8.96462344839467,"No","Slightly dissatisfied"
"15188","Online",13.1223633794043,"No","Slightly dissatisfied"
"15189","Online",11.5129254749702,"Yes","Very satisfied"
"15190","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"15191","Online",12.2060726505302,"Yes","Very satisfied"
"15192","In real life (in person)",11.3621025868636,"Yes","Very satisfied"
"15193","Online",12.6115377569717,"Yes","Very dissatisfied"
"15194","Online",11.652687416041,"Yes","Very satisfied"
"15195","In real life (in person)",14.1801536722466,"No","Very satisfied"
"15196","In real life (in person)",13.5357966564844,"Yes","Very satisfied"
"15197","In real life (in person)",11.1982147338292,"Yes","Slightly dissatisfied"
"15198","Online",11.1562505353172,"No","Slightly satisfied"
"15199","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"15200","In real life (in person)",NA,"No","Slightly satisfied"
"15201","In real life (in person)",12.2060726505302,"No","Very satisfied"
"15202","In real life (in person)",11.8350089713857,"No","Slightly satisfied"
"15203","Online",NA,"Yes","Very satisfied"
"15204","In real life (in person)",11.9183905797451,"Yes","Very satisfied"
"15205","Online",12.0076217129039,"Yes","Slightly dissatisfied"
"15206","In real life (in person)",NA,"No","Slightly dissatisfied"
"15207","In real life (in person)",NA,"Yes","Slightly satisfied"
"15208","In real life (in person)",10.7144177909747,NA,"Very satisfied"
"15209","Online",11.6082356538655,"No","Slightly satisfied"
"15210","In real life (in person)",13.5923670079001,"No","Very satisfied"
"15211","In real life (in person)",11.3758678740381,"Yes","Slightly satisfied"
"15212","In real life (in person)",11.1844214118871,"Yes","Slightly satisfied"
"15213","In real life (in person)",11.8493977087343,"No","Very satisfied"
"15214","In real life (in person)",11.9183905797451,"Yes","Very satisfied"
"15215","Online",NA,"Yes","Neither satisfied nor dissatisfied"
"15216","Online",11.6952470300975,"No","Neither satisfied nor dissatisfied"
"15217","In real life (in person)",11.4295438669007,"No","Slightly satisfied"
"15218","Online",11.0020998578709,"No","Slightly satisfied"
"15219","In real life (in person)",12.2452933634911,"Yes","Very dissatisfied"
"15220","In real life (in person)",11.5129254749702,"No","Slightly satisfied"
"15221","In real life (in person)",11.289781926156,"No","Very satisfied"
"15222","In real life (in person)",11.9183905797451,"Yes","Very satisfied"
"15223","In real life (in person)",9.90348760253613,"Yes","Very satisfied"
"15224","In real life (in person)",12.5281561483225,"Yes","Very satisfied"
"15225","Online",NA,"Yes","Slightly satisfied"
"15226","In real life (in person)",11.461632181109,"No","Slightly satisfied"
"15227","Online",10.8197783044103,"Yes","Very satisfied"
"15228","Online",11.320553584444,"Yes","Slightly satisfied"
"15229","In real life (in person)",11.0020998578709,"No","Very satisfied"
"15230","Online",NA,"Yes","Slightly satisfied"
"15231","Online",11.77528973713,"Yes","Very satisfied"
"15232","Online",11.6952470300975,"Yes","Very satisfied"
"15233","Online",NA,"Yes","Very dissatisfied"
"15234","In real life (in person)",11.4510500718904,"Yes","Slightly satisfied"
"15235","Online",NA,"No","Slightly dissatisfied"
"15236","In real life (in person)",11.0348896801563,"Yes","Slightly dissatisfied"
"15237","In real life (in person)",11.0020998578709,"No","Very satisfied"
"15238","Online",11.5617156386635,"No","Slightly satisfied"
"15239","In real life (in person)",10.0858091509967,"Yes","Very satisfied"
